Email,Avatar,Time on App,Time on Website,Length of Membership,Yearly Amount Spent,App_vs_Web_ratio,Spend_per_membership_year,Avatar_freq,cluster
archeremily@baldwin.com,YellowGreen,13.27,36.97,2.27,421.33,0.35893967111334407,185.6078477498468,0.006,1
hornesteven@gmail.com,White,11.75,38.57,5.02,538.77,0.30464090472800354,107.32467981580083,0.01,0
william28@gmail.com,Cyan,11.57,36.91,2.47,398.16,0.3134651770938723,161.19831530432577,0.014,1
karenosborne@yahoo.com,SlateBlue,12.64,36.1,4.3,571.47,0.35013849445599743,132.89996909303045,0.014,0
chansen@holt.com,LightSkyBlue,11.39,39.08,2.44,451.63,0.29145342140600256,185.09418643680883,0.012,1
hallthomas@lane.com,DarkTurquoise,11.82,36.95,3.66,490.6,0.31989173694474327,134.04367922303845,0.006,0
taylorkimberly@yahoo.com,Gainsboro,12.73,35.97,5.0,591.78,0.35390602296619345,118.35597632880473,0.008,0
clester@yahoo.com,LightCyan,11.2,37.69,2.41,409.07,0.29716104279222494,169.73851878069758,0.008,1
pvega@hotmail.com,LightCoral,11.35,36.32,5.31,563.45,0.3124999913959254,106.11109112785479,0.004,0
vmartin@yahoo.com,Turquoise,14.22,37.52,4.08,647.62,0.37899785770261574,158.73035325236438,0.012,0
andreperez@hotmail.com,DarkOliveGreen,11.55,36.95,3.28,448.34,0.3125845652886451,136.68898271677355,0.006,0
anntaylor@hotmail.com,Teal,11.92,36.84,3.63,518.79,0.32356133757976824,142.9173160007394,0.014,0
hickmanelizabeth@yahoo.com,DeepPink,12.28,37.19,3.98,523.63,0.3301962804464566,131.56529357655938,0.012,0
halljohn@yahoo.com,MediumTurquoise,10.13,34.85,3.29,393.86,0.2906743101671647,119.71424932697589,0.008,0
cohensean@yahoo.com,DarkCyan,12.03,36.13,2.31,426.15,0.33296428638349607,184.48043961885728,0.008,1
jmartinez@anderson.org,PeachPuff,13.17,36.2,3.56,503.39,0.36381214464607337,141.40164567369501,0.012,0
cbrady@gonzalez-miller.com,Aqua,12.33,36.67,3.35,482.6,0.33624215063424734,144.05965848965417,0.012,0
pkline@hotmail.com,MediumTurquoise,13.89,39.22,2.91,524.8,0.3541560338053026,180.34358063794477,0.008,1
martha91@garrison.net,HotPink,12.93,36.36,3.79,574.65,0.35561055127583746,151.62265128689938,0.008,0
maureenlopez@gmail.com,SeaShell,11.38,36.64,4.03,574.75,0.31058951117386707,142.6178306159229,0.006,0
russellbaldwin@ferrell.info,Orange,14.07,38.99,4.98,660.43,0.3608617501702552,132.6164392336467,0.012,0
amandastanley@yahoo.com,CadetBlue,10.8,37.37,2.7,375.4,0.2890018654267631,139.03698554185718,0.014,0
george02@hotmail.com,LightCoral,14.43,37.37,3.93,640.19,0.3861386035285362,162.89817737959862,0.004,0
swilliams@ball-arroyo.com,Orchid,13.04,36.66,3.46,514.01,0.3557010268493992,148.55776053243915,0.01,0
taylorjared@foster.net,Crimson,11.74,36.85,2.18,376.5,0.318588865167195,172.70634279525558,0.01,1
keith13@yahoo.com,LightGoldenRodYellow,12.49,38.24,2.71,484.52,0.3266213303707811,178.7896019226561,0.002,1
schmidtdenise@hotmail.com,DarkGoldenRod,12.89,36.53,4.59,614.73,0.35286065280972756,133.92807539693348,0.012,0
jasmin20@salas.com,HotPink,11.67,37.34,4.26,567.48,0.312533467795033,133.21123633539054,0.008,0
christophermorrison@mcguire-carter.biz,Blue,11.78,37.98,3.78,554.0,0.31016323564604437,146.5608077881461,0.008,0
deborah51@yahoo.com,Violet,12.14,36.85,1.62,399.98,0.32944368169759347,246.90108215982585,0.006,1
melindahartman@gmail.com,Pink,12.22,36.82,3.41,479.17,0.3318848361791191,140.51902037565384,0.008,0
sharper@yahoo.com,SandyBrown,13.4,37.29,3.61,585.93,0.359345659443667,162.3074342638686,0.01,0
jessicabrewer@simmons.net,LightBlue,12.96,38.66,3.28,541.0,0.3352302034342938,164.9389741039713,0.004,0
beckycarson@jones-brown.biz,Gold,12.88,36.23,5.01,628.05,0.3555064765248006,125.35925641531807,0.008,0
jennifer24@hotmail.com,SteelBlue,13.33,36.77,3.37,582.49,0.36252378671406615,172.84564603986763,0.01,0
jeremy00@yahoo.com,FloralWhite,12.16,36.58,5.45,640.79,0.3324220794854544,117.57612521538985,0.008,0
wellsjuan@schroeder.com,Green,11.23,35.67,3.76,446.42,0.31483038085701204,118.72869182747559,0.008,0
gregorystewart@hotmail.com,PaleGoldenRod,12.46,37.75,4.66,570.63,0.330066216422087,122.45276342215377,0.002,0
tammyjones@griffin.com,Navy,9.85,36.88,3.81,423.31,0.2670824222591534,111.10495771523419,0.01,0
djohnson@hotmail.com,Coral,13.33,36.9,5.05,616.66,0.36124660267624387,122.11086690873923,0.002,0
kenneth27@smith.com,DarkGreen,13.68,37.74,2.87,530.36,0.3624801175813429,184.79436069882902,0.01,1
johnathan33@yahoo.com,LightSteelBlue,11.64,37.03,3.24,442.36,0.3143397160588789,136.53082205838825,0.006,0
carrillojacob@perry-larsen.com,Aquamarine,13.49,37.55,3.09,511.98,0.3592543179958904,165.6892667672276,0.006,0
greenelizabeth@edwards.com,DarkViolet,11.62,38.42,4.56,560.44,0.30244663450164927,122.9034818194119,0.012,0
denisemorrow@johnson-james.net,MediumSpringGreen,13.01,37.79,3.01,475.26,0.3442709620462831,157.89363525128397,0.01,0
wandaphillips@leonard.com,OliveDrab,11.47,35.68,1.81,374.27,0.32146860085570067,206.7788912823805,0.012,1
zachary94@gmail.com,Purple,11.68,38.72,3.59,463.59,0.3016528847713615,129.13366876499475,0.012,0
ppowell@gmail.com,BlueViolet,12.09,36.62,3.05,471.6,0.3301474513886551,154.6229001236393,0.012,0
bhill@pierce-kane.info,RoyalBlue,14.33,35.72,3.63,626.02,0.4011758006389754,172.45725276659704,0.008,0
matthewgraves@mills-shaffer.com,DarkSeaGreen,12.91,39.07,1.48,432.47,0.3304325484916164,292.20926202076896,0.012,1
nwagner@yahoo.com,AntiqueWhite,9.82,35.74,2.92,356.62,0.2747621635489042,122.13009516092632,0.01,0
jamesfaulkner@hoffman-wolfe.org,Blue,12.81,38.55,1.81,467.43,0.33229571122449525,258.2484761058143,0.008,1
phillipscarrie@gmail.com,FloralWhite,13.06,37.26,3.37,503.22,0.3505099208129383,149.32339782688493,0.008,0
samantha84@cortez.com,Navy,10.53,37.03,2.21,378.47,0.2843640214862538,171.25331617497005,0.01,1
edward29@knapp.com,DarkOrange,11.14,35.95,5.45,584.22,0.3098748175278215,107.19631060618154,0.006,0
hannahgilbert@gmail.com,Aqua,10.98,34.81,3.2,451.73,0.3154265924898997,141.16558088575596,0.012,0
lschroeder@gmail.com,Ivory,11.15,37.24,4.73,557.63,0.29940922933917213,117.89215266550683,0.004,0
thomaswendy@yahoo.com,LavenderBlush,11.95,36.19,3.21,432.72,0.3302017040563221,134.80369632283603,0.008,0
fuenteskathryn@schmidt-johnson.org,Cyan,11.47,37.06,3.8,506.42,0.30949810281980294,133.2683859820037,0.014,0
melissa08@rowe.net,Tan,11.04,38.62,4.12,510.16,0.2858622401382123,123.82521266378333,0.006,0
bradleysmith@barber.com,PaleVioletRed,11.17,35.63,5.46,587.57,0.3134998508700575,107.61353340411476,0.008,0
morganorozco@hotmail.com,LightPink,11.56,35.98,1.48,282.47,0.3212895964066261,190.85797915001413,0.008,1
johnsonhannah@gmail.com,Thistle,12.23,36.99,3.77,473.95,0.3306298910346069,125.71614702489468,0.01,0
javier02@landry.net,CadetBlue,13.19,38.07,2.9,489.91,0.3464670253095081,168.93442450537086,0.014,1
lmalone@gmail.com,AntiqueWhite,13.39,37.81,3.57,541.97,0.3541391072695291,151.81228240552315,0.01,0
brandon77@richardson.com,GhostWhite,11.85,36.93,1.08,266.09,0.3208773268107954,246.37940150055414,0.01,1
bhamilton@shaw.biz,DarkOrchid,12.27,36.58,3.02,494.69,0.33542918711237873,163.80458152166173,0.006,0
randyrobinson@hotmail.com,DarkGray,13.46,36.34,5.57,689.79,0.3703907437977231,123.8401932064285,0.004,0
ecruz@yahoo.com,Gainsboro,11.79,36.26,2.4,387.53,0.3251516733273118,161.47076605384746,0.008,1
wrightdanielle@gmail.com,DarkSalmon,10.99,37.37,3.5,441.9,0.2940861575037154,126.25710678368377,0.004,0
deandanny@yahoo.com,Ivory,12.64,36.52,5.23,604.84,0.34611171012837594,115.64816144394618,0.004,0
dblair@gmail.com,MediumSlateBlue,8.51,35.46,1.84,302.19,0.23998871291627996,164.23360639477914,0.006,1
veronicapruitt@hotmail.com,Cyan,11.66,36.55,3.36,479.61,0.31901503915143536,142.74102894612233,0.014,0
davischristina@hotmail.com,SeaGreen,11.97,36.55,2.96,506.13,0.3274965710671253,170.98980709803814,0.008,0
douglasdunlap@boone-rose.com,Purple,11.8,36.32,2.08,319.93,0.32488985889620436,153.81242605171823,0.012,1
david28@wallace-hill.org,LightBlue,12.68,35.62,3.68,528.31,0.3559797766429036,143.56246098846165,0.004,0
williammoore@rose.com,Brown,13.03,37.87,4.69,610.13,0.34407181557771815,130.09165669687488,0.01,0
angela25@walker.com,Chocolate,12.45,37.53,4.01,584.11,0.3317346034709671,145.6633053208715,0.008,0
arice@reynolds.info,Thistle,12.24,37.28,2.53,466.42,0.32832617145047827,184.3556583574473,0.01,1
adam75@gmail.com,Purple,10.97,36.61,2.87,404.82,0.29964489757866986,141.05221566124888,0.012,0
charlesgutierrez@hotmail.com,MistyRose,13.67,36.9,3.52,564.79,0.3704606945674609,160.45165896259687,0.006,0
codyandrews@hotmail.com,Indigo,13.39,37.19,4.07,596.52,0.36004301263664934,146.5650745540357,0.008,0
wheelernancy@hernandez.com,Gold,12.97,38.3,1.2,368.65,0.3386422888082954,307.2080773266022,0.008,1
drew27@ryan-thompson.com,PeachPuff,12.97,37.33,3.23,542.41,0.34744172656196826,167.92874057933727,0.012,0
suzanne63@gmail.com,LightSalmon,10.73,36.15,4.09,478.26,0.2968188023010014,116.93395673986387,0.01,0
mitchellscott@gmail.com,DarkOrange,10.95,37.65,4.02,473.36,0.2908366456617093,117.75121448974765,0.006,0
laurajimenez@gmail.com,SlateBlue,12.61,37.23,4.21,559.2,0.338705336054114,132.8265717751611,0.014,0
rogersheather@hamilton-jensen.org,MintCream,13.04,36.31,2.02,447.19,0.35912970644093345,221.38107852421854,0.006,1
ievans@hotmail.com,NavajoWhite,11.0,38.44,4.24,505.23,0.28616024229551923,119.15799076462481,0.002,0
john85@rodriguez.info,Tomato,13.28,37.39,4.63,557.25,0.3551751710303511,120.35634549538975,0.012,0
phillipsmark@byrd.net,DarkSeaGreen,10.63,38.04,3.0,422.37,0.2794426845572376,140.78995307001563,0.012,0
elizabeth61@berg-braun.com,Lavender,13.19,35.92,1.82,445.06,0.3672048895544296,244.5383271767433,0.006,1
dbenson@simpson.net,DodgerBlue,11.35,37.09,4.08,442.06,0.306012394014225,108.34801265980082,0.006,0
stephaniehill@hotmail.com,Wheat,12.95,37.11,3.69,533.04,0.3489625343852726,144.45524540508254,0.012,0
davisbriana@gmail.com,MediumVioletRed,11.74,37.94,2.19,424.2,0.3094359433464433,193.6985416901636,0.008,1
kday@gmail.com,Magenta,11.89,35.86,3.21,498.64,0.3315671965541775,155.3395154705559,0.01,0
jonathanconner@morales.biz,SeaShell,10.76,36.6,1.98,330.59,0.29398906300576333,166.96456213911003,0.006,1
anneingram@miller-alexander.com,HoneyDew,11.61,39.25,3.35,443.44,0.2957961708077409,132.37010974026575,0.008,0
jeffery48@mcguire.com,LightCyan,11.98,38.27,3.53,478.6,0.31303892571102887,135.58069813577958,0.008,0
theresamitchell@martin-chambers.biz,Khaki,12.46,37.43,2.97,440.0,0.33288804881410505,148.14809826663355,0.004,0
christianwade@butler.info,Crimson,10.08,38.07,2.62,357.78,0.26477540675662187,136.5571997873283,0.01,0
tina16@santiago.com,White,12.59,37.33,2.8,476.14,0.33726224652391523,170.04993926787884,0.01,1
vancealicia@hotmail.com,RoyalBlue,14.29,36.77,2.96,501.12,0.38863202641740474,169.29724010228375,0.008,1
dbell@hotmail.com,DarkViolet,11.92,37.77,4.35,592.69,0.31559437872400375,136.2505433906797,0.012,0
pamelahampton@martin-cobb.com,DarkSeaGreen,11.41,35.78,3.87,486.08,0.3188932275323302,125.60203472815638,0.012,0
mark81@wagner.com,Navy,12.82,37.96,4.62,576.03,0.33772391101886434,124.68179119441747,0.01,0
awerner@manning.com,Gray,11.67,37.84,2.73,442.72,0.3084037973466227,162.16843876613964,0.006,1
robertramirez@kaiser.com,Purple,10.61,37.98,3.54,461.79,0.27935754925335576,130.4491156923402,0.012,0
justin26@gmail.com,RosyBrown,12.51,35.82,3.13,488.39,0.3492462214057448,156.03509391850034,0.006,0
douglas95@yahoo.com,White,11.3,37.83,5.14,593.16,0.29870472379844776,115.40075575860783,0.01,0
qmorse@yahoo.com,MediumTurquoise,10.89,34.9,3.13,392.81,0.31203437501334175,125.49836246058707,0.008,0
jason50@bates.net,Bisque,12.1,36.38,3.18,443.2,0.33260032070917206,139.37102535502345,0.012,0
qeaton@savage.com,SaddleBrown,12.69,37.33,3.83,535.48,0.33994105706024497,139.8119739394324,0.012,0
tluna@hotmail.com,YellowGreen,11.39,38.2,4.81,533.4,0.298167531461583,110.89394783909609,0.006,0
kara33@gmail.com,LavenderBlush,10.73,36.88,4.05,532.13,0.29094359297875294,131.39009101479235,0.008,0
thomas22@yahoo.com,IndianRed,11.94,35.9,4.54,558.95,0.332590519983551,123.11671296988702,0.004,0
david47@hotmail.com,DarkKhaki,12.72,35.13,3.48,508.77,0.3620836788476038,146.19823385108222,0.008,0
beasleyjoseph@hotmail.com,SaddleBrown,10.97,35.97,2.63,403.77,0.3049763607179216,153.52465645450323,0.012,0
hoffmandaniel@yahoo.com,Orchid,13.42,37.76,4.79,640.58,0.35540253296073804,133.73274869879987,0.01,0
garnerjustin@king.com,DarkCyan,11.85,37.49,2.76,461.63,0.3160842807126092,167.25718577638196,0.008,1
francesjohnson@lee.com,Aquamarine,11.92,35.72,2.16,382.42,0.33370659760059923,177.0462143304563,0.006,1
awu@robinson.org,Brown,13.15,37.65,4.2,561.87,0.3492695790366646,133.77853957653818,0.01,0
xevans@hotmail.com,DarkMagenta,12.69,36.05,2.14,444.58,0.35201108593589225,207.74756647309974,0.01,1
lauriewilson@jackson.com,Cornsilk,10.35,39.05,3.43,401.03,0.26504480755327,116.91833325996113,0.008,0
cruiz@yahoo.com,LightSalmon,9.32,36.91,2.87,384.33,0.25250608906783834,133.91284532653472,0.01,0
tammy12@gmail.com,Chocolate,12.58,35.44,3.14,527.78,0.354966129938879,168.08274901823276,0.008,0
adamperkins@terrell.com,PaleVioletRed,11.76,37.92,3.53,482.14,0.3101265741000376,136.58353071288082,0.008,0
willie26@johnson-howard.com,Wheat,12.64,38.0,5.04,594.27,0.3326315701939061,117.91069089073592,0.012,0
yvaughn@meyer.com,OldLace,11.83,36.84,3.61,502.09,0.32111834090341096,139.08306396591024,0.004,0
carolfarley@gmail.com,SlateBlue,10.44,35.94,2.9,407.66,0.2904841321512484,140.57236531987402,0.014,0
rhonda01@gmail.com,Orchid,12.73,36.23,5.71,708.94,0.35136626134788135,124.15759646977295,0.01,0
david80@knight.com,MediumAquaMarine,9.48,37.91,5.05,531.96,0.2500659390644701,105.33859300225882,0.006,0
aaron04@yahoo.com,SeaGreen,10.16,37.76,4.78,521.24,0.26906778948443355,109.04600229163131,0.008,0
kaylahenderson@hotmail.com,MediumSpringGreen,11.61,38.11,2.97,447.37,0.30464444228169923,150.62957891259967,0.01,0
mholt@hotmail.com,LightSeaGreen,11.27,36.96,2.67,385.15,0.30492423417412784,144.25088230304033,0.008,0
tanya20@gmail.com,DarkKhaki,11.16,37.09,3.62,430.59,0.30088971957698246,118.94748095373453,0.008,0
aaron89@gmail.com,SaddleBrown,10.1,38.04,4.24,418.6,0.2655099825049952,98.72639180981325,0.012,0
hunterlucas@gmail.com,Turquoise,12.76,36.91,2.48,478.95,0.3457057614276413,193.1249221270475,0.012,1
sfarley@jones.com,AntiqueWhite,12.06,37.69,3.51,483.8,0.31997876572091366,137.83471856560726,0.01,0
sarahtran@dixon.com,GoldenRod,11.94,35.78,3.31,538.94,0.333705971668363,162.82170307501417,0.004,0
randywhite@armstrong.biz,Teal,12.45,36.67,3.54,486.16,0.33951458032411835,137.33329453861737,0.014,0
tsmith@yahoo.com,Bisque,12.28,38.3,1.13,385.1,0.3206266234823336,340.79615858747036,0.012,1
martinezleah@carter.com,PaleGreen,12.78,35.55,3.23,527.78,0.35949366077373673,163.39933021692562,0.002,0
steven00@combs.com,RosyBrown,12.96,37.95,3.35,547.19,0.3415019672858507,163.34024974917918,0.006,0
blakekent@smith-pena.com,Crimson,9.95,37.35,3.22,410.6,0.2663989219170302,127.51548834922721,0.01,0
amanda03@yahoo.com,Brown,13.13,35.43,3.79,583.98,0.3705898851089505,154.08439206216568,0.01,0
brandonsmith@yahoo.com,Gold,11.52,36.19,3.56,474.53,0.3183199690986469,133.29490637783528,0.008,0
thardy@perry.com,SeaGreen,10.97,34.57,2.93,414.94,0.3173271531001692,141.6176991065873,0.008,0
michael86@yahoo.com,LightYellow,13.53,38.95,3.05,550.81,0.34736841213431546,180.59338341200544,0.004,1
ulee@wells.com,LemonChiffon,12.04,34.49,2.74,458.78,0.3490866816733348,167.4378950956587,0.01,1
judithsmith@jimenez.biz,DarkOrange,10.94,36.17,2.78,407.54,0.30246059434723266,146.59706956939945,0.006,0
nblack@smith-romero.biz,LightCyan,12.66,37.03,4.33,581.31,0.3418849489093992,134.25170109660482,0.008,0
michaelcampbell@yahoo.com,Gray,11.73,36.88,3.42,546.56,0.3180585597055705,159.81281876818161,0.006,0
rcarter@crane-thompson.org,MediumVioletRed,11.92,37.32,3.34,503.18,0.31939977707932005,150.65264950519477,0.008,0
dwhite@gmail.com,OrangeRed,11.51,37.13,4.66,549.13,0.3099919119312709,117.83903050664581,0.004,0
vancemichelle@gmail.com,DeepPink,12.42,36.16,3.22,482.83,0.34347344182872125,149.94715840150357,0.012,0
kylemelendez@hotmail.com,DeepPink,13.89,38.38,3.77,557.61,0.3619072339263358,147.90712257105503,0.012,0
richard35@hale-duncan.net,GhostWhite,12.85,37.87,3.42,484.88,0.33931871298339816,141.77773632229932,0.01,0
waltonkaren@gmail.com,Green,10.89,35.57,6.12,669.99,0.3061568651628658,109.47547230792937,0.008,0
contrerastiffany@gmail.com,CadetBlue,12.91,36.05,3.49,547.71,0.3581137209954586,156.9369177831181,0.014,0
rogerstiffany@wilson-horne.com,DarkOliveGreen,11.57,38.92,4.08,537.83,0.2972764569045104,131.8210461222926,0.006,0
waltercharles@sanders.net,IndianRed,11.97,37.2,2.83,408.22,0.3217741848985434,144.24729885254456,0.004,0
john96@chan-anderson.biz,Snow,13.08,37.33,5.41,663.07,0.350388418151931,122.56374813978778,0.004,0
bushsharon@barber.com,DarkSeaGreen,11.96,36.52,3.45,506.38,0.3274917763556469,146.77676905021187,0.012,0
nicolegay@jennings.com,BlueViolet,13.25,37.31,2.94,528.42,0.3551326626874119,179.73463274332218,0.012,1
rchambers@hotmail.com,OliveDrab,13.09,38.32,4.75,632.12,0.34159706832993036,133.0778667204491,0.012,0
gomezalicia@hotmail.com,MediumSpringGreen,12.53,36.69,3.53,488.27,0.34150993890678827,138.3200741302906,0.01,0
potterkenneth@strickland.com,MediumSlateBlue,11.24,37.05,3.9,508.74,0.3033738109750659,130.44612039843068,0.006,0
charlesjackson@brady-fuller.net,GhostWhite,12.07,35.57,2.4,411.19,0.33933088728335997,171.32909527954362,0.01,1
jacquelinewest@pace-herrera.com,Purple,12.05,38.51,2.85,409.09,0.3129057306438398,143.54030051217524,0.012,0
stevenjohnson@yahoo.com,SandyBrown,11.23,37.0,3.78,467.8,0.30351350531044585,123.75658101677752,0.01,0
johnsonchelsea@gmail.com,LightCyan,11.91,35.19,4.35,512.17,0.33844841322965585,117.74020281834417,0.008,0
jenniferjenkins@jones.com,LightSalmon,13.05,38.78,4.57,608.27,0.33651365816107126,133.10062733027846,0.01,0
ebutler@rogers-gonzalez.com,Chartreuse,13.0,36.99,4.62,589.03,0.35144632734667947,127.49564339921137,0.004,0
ellenlucas@cox.org,DarkGoldenRod,11.52,35.94,3.01,444.05,0.3205342147875845,147.52486793193756,0.012,0
elizabethnunez@vasquez-nelson.net,Cornsilk,10.31,36.73,4.79,493.18,0.2806969703050104,102.96031253438152,0.008,0
ramirezjacob@turner.com,Magenta,12.43,37.63,4.33,532.72,0.3303215431750852,123.02999468129453,0.01,0
brian51@cook.info,SaddleBrown,10.75,38.79,1.43,275.92,0.2771332746292015,192.95091402033987,0.012,1
victoriajohnson@gmail.com,DarkViolet,11.02,37.64,4.14,511.04,0.2927736372801903,123.43958371024549,0.012,0
lawrencewalton@hotmail.com,Chocolate,12.22,36.95,2.91,438.42,0.3307171764352591,150.65974204132576,0.008,0
ashleymoreno@gmail.com,DarkViolet,12.33,37.07,3.98,475.73,0.33261396459093706,119.53012072107519,0.012,0
wesleyvance@moore.com,Magenta,10.81,36.01,3.7,483.54,0.3001943821106809,130.686451165824,0.01,0
edwardbrown@yahoo.com,HotPink,12.14,37.14,5.84,663.8,0.32687128899108003,113.66436409856779,0.008,0
youngellen@hotmail.com,DodgerBlue,12.94,36.73,4.56,544.41,0.3523005621480925,119.38813171312901,0.006,0
robin80@yahoo.com,Turquoise,13.3,36.39,4.49,630.16,0.36548501331450917,140.34740749500943,0.012,0
dana59@hotmail.com,Blue,10.4,36.68,3.86,461.11,0.2835332529025831,119.45851827499527,0.008,0
bwilliams@hotmail.com,PaleVioletRed,11.89,37.86,3.05,491.91,0.3140517613826794,161.2819143337986,0.008,0
whitetyler@anderson-avery.com,MidnightBlue,11.59,36.46,4.65,574.42,0.31788260236196925,123.53115622985885,0.008,0
rwilliams@trujillo.biz,BlanchedAlmond,13.27,37.24,4.02,530.77,0.3563372621821358,132.03230546460063,0.01,0
randall85@williams.com,Black,12.99,39.67,3.97,581.8,0.3274514664116091,146.549081473783,0.004,0
kevin45@mathews.net,DodgerBlue,14.04,37.02,3.74,556.3,0.3792544468056605,148.74327573709203,0.006,0
deborah48@white.com,DarkGreen,11.91,38.42,3.38,502.13,0.3099947863093497,148.5591276452285,0.01,0
hoganrichard@george.com,BlanchedAlmond,11.14,38.4,4.6,556.19,0.2901041591118709,120.91084328025148,0.01,0
kelly24@lewis.info,Bisque,12.9,36.61,2.22,475.07,0.3523627327953365,213.99539910117153,0.012,1
katherinegray@yahoo.com,Cyan,12.39,35.63,4.29,486.95,0.3477406582166529,113.50813204938646,0.014,0
efoster@williamson-boyd.org,Lavender,11.82,36.31,2.12,434.14,0.3255301480162449,204.78292227220643,0.006,1
jordandavid@gmail.com,Violet,10.99,36.35,0.94,304.14,0.3023383685739101,323.55284728420503,0.006,1
sanchezamber@scott-patterson.com,Fuchsia,14.13,37.02,3.76,571.22,0.3816855650544148,151.92017236165628,0.004,0
tinayoung@hotmail.com,MistyRose,11.91,36.09,4.0,583.08,0.3300083034079162,145.76996355750913,0.006,0
alicia28@fuller.com,CadetBlue,11.48,39.24,3.53,445.75,0.2925586062039091,126.27475176352641,0.014,0
rileyalejandro@gmail.com,LightSteelBlue,10.05,37.18,3.54,392.99,0.27030660919024724,111.01409293387205,0.006,0
oliviamarshall@sawyer-sellers.com,Brown,12.43,37.31,4.16,565.99,0.33315464129845507,136.05525575594814,0.01,0
hortonrobert@hotmail.com,Salmon,11.97,36.83,3.55,499.14,0.32500677912009834,140.6027772949923,0.006,0
montgomerycheyenne@hotmail.com,FireBrick,11.12,36.98,4.13,510.54,0.30070307461592555,123.61740348246889,0.004,0
martinkristi@sanchez-coleman.com,Lime,8.67,35.91,2.25,308.53,0.24143691892406244,137.12438350027398,0.008,0
jefferycampbell@gmail.com,GreenYellow,12.5,37.65,4.05,561.52,0.33200530326679145,138.64687934644954,0.014,0
webertom@phelps.com,DarkOrchid,12.13,35.46,3.07,423.47,0.34207556846938614,137.93806581821963,0.006,0
aschmidt@johnson.biz,Blue,11.73,35.63,4.33,513.15,0.32921694276685537,118.5103652401004,0.008,0
lisadelgado@gmail.com,Olive,11.95,36.49,3.94,529.19,0.3274869737602912,134.31214865173894,0.01,0
sharongraves@yahoo.com,Wheat,12.56,37.81,0.27,314.44,0.33218724326402427,1164.5882793026692,0.012,1
flevine@gmail.com,AliceBlue,12.48,37.68,3.28,478.58,0.3312101822927234,145.90849210106947,0.004,0
rskinner@johnson-jefferson.com,OliveDrab,12.59,37.68,2.57,444.58,0.3341295028097266,172.9882595376422,0.012,1
kiarakim@harris.org,Linen,10.95,37.65,3.83,475.02,0.2908366456617093,124.0260772777866,0.004,0
rachelrodriguez@lara-waters.com,LightSlateGray,11.48,36.84,2.4,436.72,0.3116177982731325,181.96659084725383,0.002,1
dbrown@gmail.com,Indigo,11.12,36.81,4.03,521.2,0.30209181466743235,129.32999272208616,0.008,0
mary45@gmail.com,Lime,10.97,37.72,3.63,478.18,0.2908271396917514,131.72999125895558,0.008,0
marcusleach@floyd.org,SteelBlue,11.59,36.32,3.19,432.48,0.31910792072940747,135.57362521202973,0.01,0
lmunoz@yahoo.com,Olive,10.71,35.77,3.39,438.3,0.2994129074807686,129.29199725899784,0.01,0
dvasquez@wiley.com,HoneyDew,11.08,34.78,2.57,388.94,0.318573883882292,151.33846251421693,0.008,0
dylanmartin@hotmail.com,MidnightBlue,12.95,37.03,3.47,534.77,0.3497164366806255,154.11234751805546,0.008,0
xkaufman@gmail.com,DarkViolet,10.57,36.86,4.2,537.92,0.2867607084438224,128.07615998186665,0.012,0
jasonhensley@yahoo.com,Sienna,11.66,37.43,2.09,407.88,0.31151481935573555,195.15780135990366,0.008,1
gstrong@hotmail.com,Pink,13.59,36.84,3.61,618.85,0.3688924981299539,171.4265453112063,0.008,0
arnoldsamuel@wilson.com,LightSkyBlue,11.37,35.26,4.03,502.77,0.3224617038439676,124.75679286431937,0.012,0
scottrose@yahoo.com,SaddleBrown,11.23,37.21,2.32,397.42,0.3018005831281757,171.3016503010128,0.012,1
salazarkaren@hotmail.com,SteelBlue,10.29,36.93,3.49,392.29,0.2786352483445641,112.40397925387413,0.01,0
susanibarra@yahoo.com,Thistle,14.12,38.41,5.32,689.24,0.367612591314434,129.5563666247431,0.01,0
nhenry@hotmail.com,BlanchedAlmond,12.42,37.67,3.13,543.13,0.32970532705852595,173.52390622239417,0.01,0
millerrachel@gallagher-nichols.com,Turquoise,10.77,34.65,4.99,577.74,0.3108225018521645,115.77953591592465,0.012,0
garciakevin@gmail.com,Orange,12.66,36.37,1.73,436.58,0.3480890748394536,252.35823563107766,0.012,1
philliproberson@yahoo.com,Beige,12.67,37.49,3.7,553.99,0.3379567794623425,149.7269865602739,0.006,0
kstafford@estes-nguyen.com,YellowGreen,13.97,36.67,1.79,427.36,0.38096535639581797,238.7484699729218,0.006,1
kennethperry@bowen.org,SlateGray,11.51,36.6,3.02,424.73,0.3144808657245665,140.63902627846812,0.008,0
prussell@lopez.com,Bisque,11.41,36.38,4.04,541.05,0.31363385613980604,133.92323417741727,0.012,0
mosleyjacob@yahoo.com,Orange,12.26,38.86,3.14,469.38,0.315491499858685,149.4840288267424,0.012,0
rhaas@yahoo.com,DimGray,12.71,36.17,2.56,444.55,0.3513961749683115,173.65227591707972,0.008,1
antonioharris@hotmail.com,MediumBlue,13.47,37.07,2.38,492.56,0.36336659392051274,206.95789623617804,0.01,1
austinthomas@gmail.com,AntiqueWhite,11.19,36.3,4.3,535.32,0.30826445431778365,124.49299430395483,0.01,0
bethsullivan@reed.net,Beige,11.25,38.68,2.09,408.96,0.29084797593464384,195.67454752413994,0.006,1
ncummings@yahoo.com,Beige,12.36,36.17,4.09,487.56,0.3417196477268552,119.20779481472009,0.006,0
